course_name,prerequisites,corequisites
URP 4340 - Community Development and Housing (2),"C- or better in URP 1040 and URP 1040L , or URP 104; C- or better in URP 2010 and URP 2010L , or URP 299 and URP 299L; and C- or better in URP 3310 and URP 3310L , or UPR 331.",URP 4340A .
"URP 4200 - Methods of Engagement; Participation, Negotiation, Mediation (2)","C- or better in URP 1050 , C- or better in URP 101 and URP 101A, or graduate standing.",URP 4200A .
"URP 4210 - Planning Advocacy, Community Organizing and Social Change (2)","C- or better in URP 1050 , C- or better in URP 101 and URP 101A, or graduate standing.",URP 4210A .
URP 4110 - Evolution of American Cities and the Planning Movement (3),"Upper Division Standing; and Lower division GE requirements in Areas A and D, and sub-area B4.",
"URP 4200A - Methods of Engagement; Participation, Negotiation, Mediation Activity (1)","C- or better in URP 1050 , C- or better in URP 101 and URP 101A, or graduate standing.",URP 4200 .
"URP 4040 - Placemaking: Theories, Methods, and Practices (3)","Lower division GE requirements in Areas A and C, and sub-area B4.",
URP 6520 - Professional Practice for Urban and Regional Planning (1),"C- or better in URP 5010 , or URP 501 and URP 501L; and C- or better in URP 5120 , or URP 512 and URP 512A.",
URP 4000 - Special Study for Upper Division Students (1-3),,
URP 4030L - Physical Design Applications Laboratory (2),"C- or better in URP 2020 and URP 2020A , or URP 202 and URP 202L.",URP 4030 .
URP 4030 - Physical Design Applications (1),"C- or better in URP 2020 and URP 2020A , or URP 202 and URP 202L.",URP 4030L .
URP 6430 - Leadership and Ethics Seminar (1),"C- or better in URP 5120 , or URP 512 and URP 512A.",
URP 5400L - Planning for Community Change Laboratory (1),"C- or better in URP 5050 or URP 505; and C- or better in URP 5210 and URP 5210L , or URP 521 and URP 521L.",URP 5400 .
URP 6420L - Graduate Planning Studio Laboratory (2),"C- or better in URP 6400 , or URP 641 and URP 641L.",URP 6420 .
URP 6420 - Graduate Planning Studio (2),"C- or better in URP 6400 , or URP 641 and URP 641L.",URP 6420L .
URP 5070 - Planning for Environmental Sustainability (3),C- or better in URP 5060 or URP 506.,
URP 6400 - Graduate Studio Preparation (1),Advancement to candidacy.,
URP 5010 - How Planning Works (1),,
URP 5400 - Planning for Community Change (3),"C- or better in URP 5050 or URP 505; and C- or better in URP 5210 and URP 5210L , or URP 521 and URP 521L.",URP 5400L.
URP 5210L - Research Approaches to Planning Laboratory (1),"C- or better in URP 5120 , or URP 512 and URP 512A.",URP 5210 .
EDD 7180 - Research Learning Community Seminar: Dissertation (1),Admission to Ed. Leadership Doctoral Program.,
URP 5210 - Research Approaches to Planning (3),"C- or better in URP 5120 , or URP 512 and URP 512A.",URP 5210L .
URP 5120 - Planning Ideas and Actions (3),,
EDD 7010 - Research Learning Community Seminar: Introduction to Doctoral Studies and Dissertation Research (3),Admission to Ed. Leadership Doctoral Program.,
URP 5060 - Land Use Planning Law and Intergovernmental Relations (3),,
URP 5050 - Planning and Place (3),,
EDD 7060 - Qualitative Methods for School Improvement (3),Admission to Ed. Leadership Doctoral Program.,
EDD 7190 - Research Learning Community Seminar: Dissertation Completion (1),Admission to Ed. Leadership Doctoral Program.,
EDD 7080 - Building School/Community Partnerships for Student Success (3),Admission to Ed. Leadership Doctoral Program.,
EDD 7150 - Research Learning Community Seminar: Development of a Dissertation Proposal (3),Admission to Ed. Leadership Doctoral Program.,
EDD 7100 - Research Learning Community Seminar: Literature Review (1),,
EDD 7020 - Leading and Learning with Technology (2),Admission to Ed. Leadership Doctoral Program.,
EDD 7110 - Advanced Quantitative Research (3),Admission to Ed. Leadership Doctoral Program.,
EDD 7111 - Advanced Qualitative Research (3),Admission to Ed. Leadership Doctoral Program.,
EDD 7120 - Creating the Conditions for Student Success (3),Admission to Ed. Leadership Doctoral Program.,
EDD 7030 - Quantitative Research Methods for School Improvement (3),Admission to Ed. Leadership Doctoral Program.,
"EDD 7170 - Global Perspectives on Educational Leadership, Achievement, and Equity (3)",Admission to Ed. Leadership Doctoral Program.,
EDD 7040 - Organizational Culture and Institutional Change (3),Admission to Ed. Leadership Doctoral Program.,
EDD 7020L - Leading and Learning with Technology Laboratory (1),Admission to Ed. Leadership Doctoral Program.,
"EDD 7160 - Synthesizing Key Concepts of Ethics, Equity, and Social Justice for Transformational leadership (3)",Admission to Ed. Leadership Doctoral Program.,
"NTR 5450 - Current Topics in Clinical Practice I, II (2)","Bachelor's degree, verification statement approved by Accreditation Council for Education in Nutrition and Dietetics; and accepted into CPP Dietetic Internship Program.",NTR 5600 .
EDD 7140 - Leadership for Equity and Advocacy (3),Admission to Ed. Leadership Doctoral Program.,
EDD 7090 - Maximizing Fiscal and Human Resources for Student Success (3),Admission to Ed. Leadership Doctoral Program.,
"EDD 7070 - Education Policy, Systemic Reform, and Social Justice (3)",Admission to Ed. Leadership Doctoral Program.,
EDD 7000 - Leadership for Learning (3),Admission to Ed. Leadership Doctoral Program.,
NTR 5600 - Clinical Practice I (4),"Bachelor's degree, verification statement approved by Accreditation Council for Education in Nutrition and Dietetics; and accepted into CPP Dietetic Internship Program.",NTR 5450 .
EGR 6960 - Master's Degree Thesis (1-2),,
ENG 5880 - Emerging Issues in Literature (3),Graduate Standing.,
ENG 5802 - Poetry and Poetics (3),Graduate Standing.,
EC 6960 - Master's Degree Thesis (3),Graduate Standing and Graduate Writing Assessment passed.,
ECE 6960 - Master's Degree Thesis (3),,
ERA 6970 - MA Comprehensive Exam (3),Admitted to the Special Education Option in the MA in Education and advancement to candidacy.,
ERA 6920 - Independent Research (1-3),,
ERA 6910 - Directed Research (1-3),,
ERA 6990 - Master's Degree Continuation (0),,
CS 6950 - Master's Degree Project (1),CS 691 or CS 6940 ; GWT; and Advancement to Candidacy and approval of project committee.,
CS 6960 - Master's Degree Thesis (1-3),CS 691 or CS 6940 ; GWT; and Advancement to Candidacy and approval of thesis committee.,
CS 6910 - Directed Research (1-3),,
CS 6990 - Master's Degree Continuation (0),,
CS 5990 - Special Topics for Graduate Students (1-3),Graduate Standing.,
CE 6970 - Comprehensive Examination (0),"Graduate Standing, instructor consent, and good standing.",
CE 6960 - Master's Thesis (3),Graduate Standing; good academic standing; advancement to candidacy; completion of approved project proposal; and CE 690 or CE 6900 .,
CE 6950 - Master's Project (3),Graduate Standing; good academic standing; advancement to candidacy; completion of approved project proposal; and CE 690 or CE 6900 .,
CE 5691 - Traffic Engineering (3),Graduate Standing and undergraduate course in transportation engineering or equivalent.,
CE 5681 - Multimodal Traffic Analysis (3),Graduate Standing.,
CE 5680 - Advanced Computer Programming in Civil Engineering (3),Graduate Standing and undergraduate course in programming or numerical methods or equivalent.,
CE 5990 - Special Topics for Graduate Students (1-3),Graduate Standing and Instructor Consent.,
CE 5520 - Prestressed Concrete Design (3),Graduate Standing and undergraduate course in reinforced concrete or approved equal.,
CE 5561 - Light Gage Steel Design (3),Graduate Standing; undergraduate course in steel design; and CE 5504 or equivalent.,
CE 5541 - Advanced Structural Analysis (3),Graduate Standing.,CE 501 or CE 5501 .
CE 5530 - Advanced Timber Design (3),Graduate Standing and undergraduate course in timber design or approved equal.,
CE 5506 - Seismic Design of Structures (3),CE 5502 and Graduate Standing.,
CE 5510 - Theory of Plates and Shells (3),"Graduate Standing; undergraduate course in structural analysis; and CE 501, CE 5501 or equivalent.",
"CE 5491 - Street Maintenance, Rehabilitation and Management (3)","Graduate Standing, undergraduate course in geotechnical engineering, and engineering materials or equivalent.",
CE 5500 - Stability of Structures (3),"Graduate Standing; and CE 501, CE 5501 , or equivalent.",
CE 5480 - Geotechnical Earthquake Engineering (3),"Graduate Standing, undergraduate course in geotechnical engineering, and geotechnical engineering lab or equivalent.",
CE 5290 - Global Climate and Water Supply (3),Graduate Standing.,
CE 5505 - Advanced Reinforced Concrete Design (3),Graduate Standing and undergraduate course in reinforced concrete or approved equal.,
CE 5504 - Advanced Steel Design (3),Undergraduate course in steel design or equivalent and Graduate Standing.,
CHM 6960 - Master's Thesis (1-2),Graduate standing or instructor consent.,
CE 5503 - Introduction to Finite Element Analysis (3),CE 5501 and Graduate Standing.,
CE 5241 - Environmental Remediation (3),"Graduate Standing, undergraduate course in general chemistry, and environmental engineering or equivalent.",
CE 5181 - Construction Leadership and Ethics (3),Graduate Standing.,
CE 5171 - Temporary Construction Structures (3),Graduate Standing and Undergraduate course in estimating or equivalent.,
CE 5161 - Underground Construction and Trenchless Technology (3),Graduate Standing.,
CHM 6940 - Master's Thesis Research (1-2),Graduate standing or instructor consent.,
CHM 5520 - Advanced Chemical Equilibria and Kinetics (3),Graduate standing or instructor consent.,
CHM 5500 - Advanced Chemical Communication (1),Graduate standing or instructor consent.,
CE 5121 - Construction Financial Management (3),Graduate Standing.,
CHM 5510L - Advanced Instrumental Analysis Laboratory (2),Graduate standing or instructor consent.,
CE 4171L - Virtual Design Construction and Management - BIM Laboratory (1),"ETC 304, ETC 305, CE 3140 , CE 3501L , or CE 305L; and BSCE, BSCET, BSCEM, or MSCE Major.",CE 4171 and CE 4120L .
CE 4140 - Construction Project Management and Accounting (3),"ETC 305, ETC 304, or CE 3140 ; and BSCE, BSCET, BSCEM, or MSCE Major.",
CE 4171 - Virtual Design Construction and Management - BIM (2),"ETC 304, ETC 305, CE 3140 , CE 3501L , or CE 305L; and BSCE, BSCET, BSCEM, or MSCE Major.",CE 4171L and CE 4120 .
CE 4130 - Construction Contracts (3),"ETC 305, ETC 304, or CE 3140 ; and BSCE, BSCET, BSCEM, or MSCE Major.",
GBA 6970 - Comprehensive Examination (1),,
GBA 6950 - Business Research Project (3),,
GBA 6850 - Advanced Computer Forensics (3),,
GBA 6760 - Managing the Cloud Infrastructure (3),GBA 6270.,
GBA 6730 - Information Systems Seminar (3),,
GBA 6600 - Legal Environment of Information Systems (3),,
GBA 6810 - Digital Forensics (3),,
GBA 6270 - Computer-Based Data Communications (3),,
CE 5191 - Construction Project Delivery Methods (3),Graduate Standing.,
GBA 6050 - Business Data Analytics and Modeling (3),,
CE 5131 - Construction Risk Analysis (3),Graduate Standing.,
GBA 6780 - Security and Privacy in Information Systems (3),,
CE 5280 - River Mechanics (3),Graduate Standing and undergraduate course in water resources engineering or hydraulics or equivalent.,
GBA 6770 - Advanced Information Technology Auditing (3),,
CIS 4333 - Information Systems Auditing (3),"CIS 101, CIS 1010 , or PCPT; and C or better in CIS 305 or CIS 3050 , CIS 304 or CIS 3090 , and CIS 325 or CIS 3252 .",
CE 5261 - Air Quality Engineering (3),Graduate Standing and undergraduate course in environmental engineering or equivalent.,
CE 4120 - Construction Scheduling (2),"ETC 305, ETC 304, or CE 3140 ; and BSCE, BSCET, BSCEM, or MSCE Major.",CE 4120L .
CE 5141 - Advanced Construction Project Management (3),Graduate Standing and Undergraduate course in project management or equivalent.,
CE 5200 - Environmental Water Resources Seminar (1),Graduate Standing.,
CE 4031 - Sustainable Buildings and Infrastructure (3),"CHM 121 or CHM 1210 , CHM 121L or CHM 1210L , CE 301, CE 2021 , ETT 305, or ETM 3051 ; and BSCE, BSCET, BSCEM, or MSCE Major.",
CE 5111 - Construction Productivity (3),Graduate Standing.,
CE 5271 - Unit Operations and Processes in Environmental Engineering (3),"Graduate Standing, undergraduate course in general chemistry, and environmental engineering or equivalent.",
CE 5211 - Applied Hydrology (3),Graduate Standing and undergraduate course in water resources engineering or hydraulics or equivalent.,
CE 5220 - Solid and Hazardous Waste Engineering (3),"Graduate Standing , undergraduate course in general chemistry and environmental engineering or equivalent",
CE 5201 - Environmental Chemistry (3),Graduate Standing and Undergraduate course in environmental engineering or equivalent.,
CE 5440 - Earth Retaining Structures (3),Graduate Standing and undergraduate course in geotechnical engineering or equivalent.,
CE 5260 - Advanced Wastewater Treatment (3),Graduate Standing.,
CE 5250 - Advanced Water Treatment (3),Graduate Standing.,
CE 5431L - Subsurface Investigation and Characterization Laboratory (1),Graduate Standing.,CE 533 or CE 5431 .
CE 5210 - Municipal Hydraulic Systems (3),Graduate Standing and undergraduate course in fluid mechanics or hydraulics or equivalent.,
CE 5470 - Slope Stability and Earth Dams (3),"Graduate Standing, undergraduate course in geotechnical engineering, and geotechnical engineering lab or equivalent.",
CE 5400 - Advanced Soil Mechanics I (3),Undergraduate course in geotechnical engineering or equivalent.,
CE 5460 - Rock Mechanics (3),"Graduate Standing, undergraduate course in geotechnical engineering, and geotechnical engineering lab or equivalent.",
CE 5430 - Advanced Foundation Engineering (3),Undergraduate course in foundations and retaining wall engineering and Graduate Standing.,
CE 5671 - Traffic Safety Analysis (3),Graduate Standing.,
CE 4400 - Foundation and Retaining Wall Design (3),"CE 326, CE 3401 , or ETC 411; and BSCE, BSCET, BSCEM, or MSCE Major.","CE 421, CE 4510 , or ETC 317."
CE 5651 - Airport Engineering (3),Graduate Standing.,
CE 5431 - Subsurface Investigation and Characterization (2),Graduate Standing.,Graduate Standing.
CE 5401 - Advanced Soil Mechanics II (3),CE 531 or CE 5400 and Graduate Standing.,
CE 5630 - Public Transportation (3),Graduate Standing.,
CE 5502 - Structural Dynamics (3),Graduate Standing.,CE 5501 .
CE 5501 - Advanced Engineering Mathematics (3),"Graduate Standing, undergraduate course in Multi-variable calculus, and differential equations or equivalent.",
CE 5670 - Intelligent Transportation Systems (3),Graduate Standing.,
CE 5661 - Transportation Systems Simulation (3),Graduate Standing; undergraduate course in transportation engineering or equivalent; and CE 223L or CE 3601L .,
CE 4690 - Traffic Engineering (3),"CE 223 or CE 3601 ; and CE 223L or CE 3601L ; and BSCE, BSCET, BSCEM, or MSCE Major.",CE 4690L .
CE 5641 - Transportation Administration and Policy (3),Graduate Standing.,
CE 5451 - Pavement Design and Construction (3),"Graduate Standing, undergraduate course in geotechnical engineering, and engineering materials or equivalent.",
CE 5620 - Traffic Flow Analysis (3),"Graduate Standing, undergraduate course in transportation engineering, and transportation engineering lab or equivalent.",
CE 5310 - GIS Applications in Civil Engineering (3),Graduate Standing.,
CS 5860 - Software Metrics and Models (3),CS 480 or CS 4800 .,
CE 4681 - Multimodal Traffic Analysis (3),"CE 223 or CE 3601 ; and CE 223L or CE 3601L ; and BSCE, BSCET, BSCEM, or MSCE Major.",
CE 5640 - Transportation Planning and Management (3),"Graduate Standing, undergraduate course in transportation engineering, and transportation engineering lab or equivalent.",
CE 4671 - Intelligent Transportation Systems (3),"CE 223 or CE 3601 ; and CE 223L or CE 3601L ; and BSCE, BSCET, BSCEM, or MSCE Major.",
CS 5750 - Topics in Database Systems (3),CS 435 or CS 4350 .,
CE 5631 - Transportation Systems Design and Operation (3),"Graduate Standing, undergraduate course in transportation engineering, and transportation engineering lab or equivalent.",
CE 5610 - Design of Transportation Facilities (3),Graduate Standing and undergraduate course in transportation engineering or equivalent.,
CE 5020 - Applied Probability Concepts (3),Graduate Standing.,
CS 5550 - Digital Image Processing (3),CS 331 or CS 3310 ; and C or better in MAT 214 or MAT 2250 .,
CS 5850 - Software Verification and Validation (3),,
CS 5700 - Human Computer Interaction (3),CS 311 or CS 3110 .,
CS 5350 - Parallel and Distributed Algorithms (3),CS 331 or CS 3310 .,
CS 5660 - Distributed Computing Systems (3),CS 380 or CS 3800 .,
CS 5650 - Advanced Computer Networks (3),CS 380 or CS 3800 .,
CS 5210 - Robotics (3),"CS 410, CS 331 or CS 3310 ; and CS 256 or CS 2560 .",
CS 5500 - Advanced Information Security (3),CS 380 or CS 3800 .,
