course_name,prerequisites,corequisites
NTR 5446 - Advanced Nutrition Education and Counseling (3),"Completion of accredited Baccalaureate degree requirements as specified by the Accreditation Council for Education in Nutrition and Dietetics, or permission of the instructor.",
NTR 6425 - Nutrition and Food Management (3),"NTR 3680 , NTR 5325 , and completion of accredited Baccalaureate degree requirements as specified by the Accreditation Council for Education in Nutrition and Dietetics; or permission of the instructor.",
NTR 5360 - Advanced Life Cycle Nutrition (3),"NTR 3930 , FN 434, or instructor consent; NTR 3940 , FN 435, or instructor consent; and Dietetic Internship Eligible (DPD director consent).",
NTR 5325 - Food Science and Safety Online (2),Current ServSafe certification and completion of accredited Baccalaureate degree requirements as specified by the Accreditation Council for Education in Nutrition and Dietetics; or permission of the instructor.,
NTR 5430 - Advanced Medical Nutrition Therapy (3),Bachelor's degree approved by Commission on Accreditation for Dietetic Educ; and accepted into CPP Dietetic Internship Program.,NTR 5450 and NTR 5600 .
NTR 5440 - Advanced Medical Nutrition II (3),NTR 5430 and completion of accredited Baccalaureate degree requirements as specified by the Accreditation Council for Education in Nutrition and Dietetics; or permission of the instructor.,
NTR 5200 - Statistics for Nutrition and Dietetics (3),"STA 1201 or equivalent, and completion of accredited Baccalaureate degree requirements as specified by the Accreditation Council for Education in Nutrition and Dietetics; or permission of the instructor.",
NTR 5100 - Nutrition Research Methods (3),Graduate standing and Instructor consent.,
IBM 6530 - Marketing Analytics (3),IBM 6500 and IBM 6510.,
IBM 6500 - Customer Insights Methods and Survey Research (3),Graduate standing.,
IBM 6540 - Marketing Data Science (3),,
IBM 6400 - Current Issues in Digital Marketing (1),,
IBM 6520 - Market Forecasting (2),,
IBM 6300 - Retailing in Digital Economy (3),,
IBM 6200 - Online Consumer Psychology and Behaviors (3),,
IBM 6010 - Digital Marketing (3),,
IBM 6150 - Database Marketing (2),,
IBM 6100 - Search Engine Marketing (2),,
TOM 6320 - Production Strategies in Supply Chain Management (3),,
TOM 6410 - Lean and Six Sigma (2),GBA 5140 .,
TOM 6340 - Purchasing Management and Strategic Sourcing (3),TOM 6010 .,
TOM 6090 - Global Logistics and Transportation (3),TOM 6010 .,
TOM 6200 - Contemporary Supply Chain Technology Seminar (1),,
GBA 6420 - Optimization Methods for Business Analytics (3),,
TOM 6030 - Enterprise Resource Planning (3),,
TOM 6250 - Strategic Supply Chain Management (2),TOM 6340 and TOM 6090 .,
TOM 6010 - Supply Chain Management Fundamentals (3),,
GBA 5140 - Statistics Essentials for Business Analytics (3),Graduate Standing.,
GBA 6210 - Data Mining for Business Analytics (3),GBA 5140 .,
EC 6657 - Capital Markets II (3),EC 5551 or EC 551.,
EC 6656 - Capital Markets I (3),EC 5551 or EC 551.,
EC 6654 - International Finance (3),EC 5551 or EC 551.,
EC 6631 - Advanced Natural Resource Economics (3),EC 5550 or EC 550.,
EC 6630 - Advanced Environmental Economics (3),EC 5550 or EC 550.,
EC 5553 - Graduate Econometrics II (3),EC 5552 or EC 552.,
EC 5552 - Graduate Econometrics I (3),EC 5502 or EC 502.,
ECI 5562 - Project-Based Learning: Theory and Design (3),,
EC 5550 - Microeconomic Analysis (3),EC 5501 or EC 501.,
ECI 5140 - Developing a Cumulative Curriculum Presentation (3),,
EC 5551 - Macroeconomic Analysis (3),EC 4403 or EC 403; and EC 5503 or EC 503.,
ECI 5130 - The Classroom and the Environment (3),,
ECI 5110 - Design-Based Learning as a Process (3),,
ECI 5120 - Long-Range Planning Strategies (3),,
ECI 5100 - Introduction to Design-Based Learning (3),,
ERA 6920 - Independent Research (1-3),,
ECI 5240 - Critical Literacy in Children's and Adolescent Literature (3),Admissions to Master's Program.,
EDU 5400 - Teaching and Learning in Spanish-English Bilingual Settings (3),Admitted to Multiple Subject Credential.,
ECI 5210 - Expertise in Cultural and Socio-Psycholinguistics of Language and Literacy Acquisition (3),Admission in Reading & Literacy Added Authorization Program; EDU 5100 or EDU 5200 ; and EDU 5105 or EDU 5210 .,
ECI 5200 - Literacy Assessment and Application to Instruction (3),Admission in Reading & Literacy Added Authorization Program; EDU 5100 or EDU 5200 ; and EDU 5105 or EDU 5210 .,
EDU 5342 - Instructional Strategies for Students with Extensive Support Needs (3),"ECS ITEP subplan/option, LS ITEP subplan/option, or admitted to Education Specialist Credential; and C or better in the following: EDU 5302 , EDU 5310, or EDU 5312; EDU 5010 ; and EDU 5020 .",
EDU 5340 - Instructional Methods for Students with Mild to Moderate Support Needs (3),"EDU 5010 , EDU 5020 , EDU 5302; and ECS ITEP subplan/option, LS ITEP subplan/option, MA in Education, or admitted to Preliminary Education Specialist Program Mild to Moderate Support Needs Credential.",
ECI 5220 - Planning for Literacy Clinics in Diverse Settings (3),Admission in Reading & Literacy Added Authorization Program; EDU 5100 or EDU 5200 ; EDU 5105 or EDU 5210 ; C or better in ECI 5200 and ECI 5210 .,
EDU 5332 - Positive Classroom and Behavioral Supports (3),"Admitted to Education Specialist Credential; C or better in the following: EDU 5302, EDU 5310, or EDU 5312; EDU 5010; and EDU 5020.",
EDU 5336 - Mathematics Instruction and Intervention for Students with Disabilities (3),"Admitted to Education Specialist Credential or Special Education Master's; and EDU 5010 , EDU 5020 , and EDU 5302 .",
EDU 5334 - Multi-Tiered Assessment and Intervention in Literacy (3),"Admitted to Education Specialist Credential, and EDU 5100 .",
ECI 5230 - School-Wide Literacy Programs: Leadership and Development (3),Admission in Reading & Literacy Added Authorization Program; EDU 5100 or EDU 5200 ; EDU 5105 or EDU 5210 ; C or better in ECI 5200 ; C or better in ECI 5210 and C or better in ECI 5220 .,
EDU 5322 - Special Education Law and the IEP (3),Admitted to Education Specialist Credential.,
"EDU 5220 - Building Relationships with Youth, Families, and Communities (3)","Admitted to Single Subject Credential; and EDU 5020 , or TED 405 and TED 407.",
EDU 5324 - Educational Assessment of Students with Disabilities (3),"ECS ITEP subplan/option, LS ITEP subplan/option, or admitted to Education Specialist Credential; and C or better in the following: EDU 5302 , EDU 5310, or EDU 5312; EDU 5010 ; and EDU 5020 .",
EDU 5320 - Transition Planning Through Family and Professional Collaboration (3),,"Admitted to Education Specialist Credential; and C or better in the following: EDU 5302 , EDU 5310, or EDU 5312; EDU 5010 ; and EDU 5020 ."
EDU 5200 - Secondary Reading and Writing in the Content Areas (3),"Junior standing, senior standing, or admitted into Single Subject Credential.",
"EDU 5125 - Theory and Practice in Elementary Movement, Visual, Performing Arts Education (3)",Admitted to Multiple Subject Credential.,
EDU 5215 - Models of Secondary Instruction (3),"Admitted to Single Subject Credential; EDU 5010 or TED 406; EDU 5020 , or TED 405 and TED 407; and EDU 5200 or TED 432.",EDU 5302 or EDS 403.
EDU 5280 - Teaching Performance Assessment for Secondary Teachers (3),"Admitted to Single Subject Credential, EDU 5205 or TED 434, EDU 5210 or TED 442, EDU 5215 or TED 446, and EDU 5220 .",EDU 5260 or EDU 5420 .
EDU 5210 - Teaching Secondary English Learners (3),"Admitted to Single Subject Credential; EDU 5010 or TED 406; EDU 5020 , or TED 406 and TED 407; and EDU 5200 or TED 432.",EDU 5302 or EDS 403.
EDU 5020 - Foundations of Education in a Diverse Society (3),"ECS ITEP subplan/option, LS ITEP subplan/option, junior standing, senior standing, or admitted into Multiple Subject, Single Subject, or Education Specialist Credential.",
EDU 5150 - Novice Teaching for Elementary Teachers (3),"Admitted to Multiple Subject Credential; and EDU 5010 or TED 406; EDU 5020 , or TED 405 and TED 407, EDU 5100 or TED 443; and EDU 5302 or EDS 403.",
EDU 5010 - Foundations of Teaching and Learning (3),"ECS ITEP subplan/option, LS ITEP subplan/option, junior standing, senior standing, or admitted into Multiple Subject, Single Subject, or Education Specialist Credential.",
EDL 5470 - Theory & Practice II; School Improvement Leadership (3),Admitted to Preliminary ASC Program.,
EDL 5460 - Theory & Practice I; Visionary and Instructional Leadership (3),Admitted to Preliminary ASC Program.,
"EDU 5105 - Language Arts, Second Language Acquisition, and Children's Literature (3)","Admitted to Multiple Subject or Education Specialist Credential; EDU 5010 or TED 406; EDU 5020 , or TED 405 and TED 407; and EDU 5100 or TED 443.",
EDU 5180 - Teaching Performance Assessment for Elementary Teachers (3),"Admitted to Multiple Subject Credential, admitted to Multiple Subject Clinical Practice, EDU 5105 or TED 444, EDU 5115 or TED 431, EDU 5120 or TED 451, EDU 5110 or TED 425, and EDU 5150 .",EDU 5160 .
ERA 6950 - Master's Degree Project (1-6),Open to graduate candidates with approval of Department Chair.,
ERA 5990 - Special Topics for Graduate Students (1-3),"Admitted to MA Program, Multiple Subject, Single Subject, or Education Specialist Credential Program.",
EDU 5364 - Advanced Transition Planning Across the Lifespan (3),Admitted to the MA in Education.,
EDU 5360 - Advanced Seminar in Behavioral Supports (3),"Admitted to Preliminary Education Specialist Credential, admitted Special Education Option in the MA in Education, or consent of instructor.",
EDU 5362 - Indirect Service Design and Management in Special Education (3),Admitted to the MA in Education.,
EDU 5356 - Comparative Special Education (3),Admitted to the MA in Education.,
EDU 5352 - Advanced Curriculum and Instruction for Students with Disabilities (3),,
ECI 5990 - Special Topics for Graduate Students (1-3),Graduate Standing.,
ECI 5500 - Expertise in Curriculum and Instruction (3),Admissions to Masters Program.,
ECI 5520 - Application of Knowledge to Instructional Models (3),Admissions to Masters Program.,
ECI 5530 - Leadership in Multicultural Communities of Learners (3),Admissions to Masters Program.,
EDU 5370 - Role of the Education Specialist in the 21st Century (3),Admitted to the MA in Education.,
ECI 5290 - Seminar in Literacy Studies (3),Admissions to Masters Program.,
EDU 5358 - Diversity in Special Education (3),Admitted to Master's in Education.,
EDU 5366 - Assistive Technology in Special Education (3),,
ECE 6950 - Master's Degree Project (2),"ECE 6910, advancement to candidacy, good academic standing; graduate standing, and completion of approved project proposal.",
ERA 5900 - Introduction to Graduate Studies (3),Admission to the MA Program or Teacher Credential Program.,
ECI 5510 - Diversity and Cultural Perspectives (3),Admitted to the Master's of Education.,
EDL 5490 - Learning to Lead Content Module I; Professional Learning & Growth (3),Admitted to Preliminary ASC Program.,
ECE 6850 - Advanced Computer Organization (3),ECE Majors only; and ECE 5850 or ECE 585.,
ECE 6910 - Directed Research (1-3),,
ECE 6510 - Advanced Signal Processing (3),"ECE Major, Graduate Standing, and upper division course in digital signal processing.",
ECE 5960 - Research Methods (2),ECE Major and graduate standing.,
ECE 5930L - Digital Signal Processing (DSP) Applications Laboratory (1),"ECE Major, graduate standing, and upper division course in digital signal processing.",
ECE 5970L - Wireless Communication Systems Laboratory (1),"ECE Major, graduate standing, and ECE 4705 or ECE 405.",
ECE 5940L - Field Programmable Gate Array (FPGA) Design Laboratory (1),ECE Major and graduate standing.,
ECE 5921L - Microcontroller Applications Laboratory (1),"ECE Major, graduate standing, and ECE 3301 or ECE 341.",
"ERA 6930 - Evaluating, Understanding, and Using Research Methodology (4)","Admission to the MA Program, Multiple Subject, Single Subject, or Education Specialist Credential Program; Program of Study on file; and EDU 5350 , EDU 5352 , EDU 5370 , ECI 5500 , ECI 5520 , ECI 5530 , EDL 5460 , EDL 5470 , EDL 5480 , EDL 5490 , and EDL 5500 .",
ECE 6440 - Advanced Communication Systems (3),ECE Major; and ECE 5440 or ECE 544.,
ECE 5780 - Electric Vehicle and Energy Storage (3),ECE 3810 or consent of instructor.,
ECE 5840 - Design and Analysis of Computer Algorithms (3),"ECE Major, graduate standing, and ECE 3310 or ECE 304.",
ECE 5850 - Computer Organization (3),"Graduate standing; and ECE 4300 , ECE 425, or upper-division undergraduate course in computer architecture.",
ECE 5820 - Digital System Testing (3),"ECE Major, graduate standing, and ECE 3300 or equivalent.",
ECE 5750 - Distribution System and Power Quality (3),"ECE Major, graduate standing, and ECE 3810 or ECE 310.",
ECE 5720 - Image Sensors (3),"ECE Major, graduate standing, and ECE 3200 or ECE 320.",
ECE 5660 - OFDM and CDMA Systems (3),"ECE Major, graduate standing, and ECE 4705 or ECE 405.",
ECE 5670 - Natural Language Processing (3),"ECE Major, graduate standing, ECE 3310 or ECE 304, and ECE 3715 or ECE 315.",
ECE 5600 - Information Theory and Coding (3),"ECE major, graduate standing, and upper-division course in probability and random variables.",
ECE 5700 - Smart Grid in Power System (3),"Graduate standing, ECE major, and ECE 3810 or ECE 310.",
ECE 5650 - Radar Signal Processing (3),"ECE Major, graduate standing, ECE 4705 or ECE 405, and ECE 4708 or ECE 408; OR instructor consent.",
ECE 5610 - Advanced Microprocessors (3),"ECE Major; graduate standing; and ECE 4320 and ECE 4320L , ECE 343 and ECE 343L, or ECE 432 and ECE 432L.",
ECE 5590 - Computer Network (3),"ECE Major, graduate standing, and ECE 4303 or equivalent.",
ECE 5510 - Digital Signal Processing (3),"ECE Major, graduate standing, and upper-division course in digital signal processing.",
ECE 5540 - Wavelet Theory and Applications (3),"ECE Major, graduate standing, and upper-division course in digital signal processing.",
ECE 5580 - Computer Arithmetic (3),"ECE Major, graduate standing, and ECE 4300 or equivalent..",
ECE 5480 - Solid State Devices (3),"ECE Major, graduate standing, and ECE 3200 or ECE 320.",
ECE 5450 - Robust Control (3),"ECE Major; graduate standing; and ECE 3709 , ECE 309, or upper-division course in control system.",
ECE 5470 - Digital Image Processing (3),"ECE Major, graduate standing, ECE 3101 or ECE 306, and ECE 3715 or ECE 315.",
ECE 5460 - Advanced Software Engineering (3),"ECE Major, graduate standing, and ECE 3310 or ECE 304.",
ECE 5440 - Communication Theory (3),"ECE Major, graduate standing, and ECE 4705 or ECE 405.",
ECE 5400 - Systems Theory (3),"ECE Major, graduate standing, ECE 3709 or ECE 309, and MAT 2240 or MAT 224.",
ECE 5300 - Nanoelectronics (3),"ECE Major, graduate standing, and ECE 3250 or ECE 302.",
ECE 5200 - Network Security (3),ECE Major and graduate standing.,
ECE 5250 - Embedded Systems (3),"ECE Major, graduate standing, and ECE 3301 or ECE 341.",
ECE 5180 - Performance and Reliability Analysis (3),"ECE Major, upper division courses in probability and programming, and graduate standing.",
ECE 5430 - Random Processes (3),"ECE Major; graduate standing; and ECE 3715 , ECE 315, or upper-division undergraduate course in probability.",
ECE 5110 - Numerical Modeling (3),ECE Major and graduate standing.,
ENG 5810 - Early Modern Literature (3),,Graduate standing or consent of instructor.
ENG 5811 - Contemporary Literature (3),Graduate Standing.,
ENG 5801 - Pedagogies of Dramatic Literature (3),Graduate Standing.,
"ENG 5800 - Drama: Theatre, Meta-Theatre (3)",Graduate Standing.,
